"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"353","RT @NurFatiN_AJs: So sad <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7>
.
OST #KuKirimCinta
<ed><U+00A0><U+00BD><ed><U+00B1><U+00B1><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+00B1><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> #Nisha @Ayda_Jebat #Farhan @iamredzarosli 
Akhirnya Cinta - Salma - JOOX https:…",FALSE,0,NA,2017-05-20 17:28:23,FALSE,NA,"865982547179618304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajfamilia_173",3,TRUE,FALSE,NA,NA
"354","RT @NurFatiN_AJs: So sad <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7><ed><U+00A0><U+00BE><ed><U+00B4><U+00A7>
.
OST #KuKirimCinta
<ed><U+00A0><U+00BD><ed><U+00B1><U+00B1><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B2><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+00B1><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2640><U+FE0F> #Nisha @Ayda_Jebat #Farhan @iamredzarosli 
Akhirnya Cinta - Salma - JOOX https:…",FALSE,0,NA,2017-05-20 17:24:23,FALSE,NA,"865981542245388288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FieDozZ",3,TRUE,FALSE,NA,NA
"355","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 16:57:04,FALSE,NA,"865974666476765184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",16,TRUE,FALSE,NA,NA
"356","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 16:56:59,FALSE,NA,"865974647182970880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",12,TRUE,FALSE,NA,NA
"357","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 16:56:56,FALSE,NA,"865974632729333761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",16,TRUE,FALSE,NA,NA
"358","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 16:56:52,FALSE,NA,"865974615461380096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dede_elsa26",12,TRUE,FALSE,NA,NA
"359","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 14:19:30,FALSE,NA,"865935013660864512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dian_mraz89",12,TRUE,FALSE,NA,NA
"360","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 14:18:54,FALSE,NA,"865934863903240192",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dian_mraz89",16,TRUE,FALSE,NA,NA
"361","#AydaJebat
#KuKirimCinta
#Nisha #Farhan
#RedzaRosli
#RedzAyda 
#TV3Malaysia 
#WajahTonton
#AJScreamer -… https://t.co/i1YWt7qvOr",FALSE,1,NA,2017-05-20 13:37:50,TRUE,NA,"865924528437841921",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"362","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 13:10:21,FALSE,NA,"865917610637971457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jefrrishah26",16,TRUE,FALSE,NA,NA
"363","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 13:10:16,FALSE,NA,"865917591906275328",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jefrrishah26",12,TRUE,FALSE,NA,NA
"364","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 13:10:11,FALSE,NA,"865917570842476545",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jefrrishah26",16,TRUE,FALSE,NA,NA
"365","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 13:10:03,FALSE,NA,"865917536742723584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jefrrishah26",12,TRUE,FALSE,NA,NA
"366","Wah so nice poster from ig ajscreamer, 2 days more, makin tazabar naa nk countdown <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B2><U+009E>

#AydaJebat #Nisha… https://t.co/pYiNY255AM",FALSE,7,NA,2017-05-20 13:09:19,TRUE,NA,"865917354609303552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BellaOmar97",3,FALSE,FALSE,NA,NA
"367","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 12:26:03,FALSE,NA,"865906462484123649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","akakmanja_sg",16,TRUE,FALSE,NA,NA
"368","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 12:21:56,FALSE,NA,"865905428672126976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Marhida_",16,TRUE,FALSE,NA,NA
"369","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 09:33:12,FALSE,NA,"865862964170997761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","florance98",16,TRUE,FALSE,NA,NA
"370","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 09:33:00,FALSE,NA,"865862913289895936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","florance98",12,TRUE,FALSE,NA,NA
"371","Esok #Nisha @Ayda_Jebat dan #Farhan @iamredzarosli jadi co-histeria #Meloditv3 #KuKirimCinta mesti gaduh2 manje nanti <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>",FALSE,0,NA,2017-05-20 09:32:07,FALSE,NA,"865862692535377920",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nshafika018",0,FALSE,FALSE,NA,NA
"372","#FARHAN  yang handsome 
#KuKirimCinta  #dramasangat 
#RedzaRosli #redzayda  -  https://t.co/J0wbvgGOQx https://t.co/kZba2VU0Qg",FALSE,4,NA,2017-05-20 09:29:35,FALSE,NA,"865862053956788224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",1,FALSE,FALSE,NA,NA
"373","#ShraddhaKapoor denies dating #Farhan, says ‘happy being single’
https://t.co/YtLzFZRrPV",FALSE,0,NA,2017-05-20 09:13:57,FALSE,NA,"865858119871504384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","inlivetoday",0,FALSE,FALSE,NA,NA
"374","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 08:54:49,FALSE,NA,"865853305926197248",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","yuziezaharin",12,TRUE,FALSE,NA,NA
"375","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 08:42:41,FALSE,NA,"865850250107523072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sue_shel",16,TRUE,FALSE,NA,NA
"376","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 08:42:37,FALSE,NA,"865850236463337472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sue_shel",12,TRUE,FALSE,NA,NA
"377","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 08:36:11,FALSE,NA,"865848617566740480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HajarHusna_",16,TRUE,FALSE,NA,NA
"378","RT @Aydafans1: Jangan lupa tgk #meloditv3 esok #nisha n #farhan akan jadi co-host untuk melodi .. @Ayda_Jebat @iamredzarosli",FALSE,0,NA,2017-05-20 08:25:10,FALSE,NA,"865845843080822786",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",2,TRUE,FALSE,NA,NA
"379","@Ayda_Jebat yang last tu tak tahan tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#kukirimcinta #kukirimcinta #farhan #nisha",FALSE,2,"Ayda_Jebat",2017-05-20 08:24:12,FALSE,"865842672526794752","865845601069486084","308570027","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"380","RT @Aydafans1: Jangan lupa tgk #meloditv3 esok #nisha n #farhan akan jadi co-host untuk melodi .. @Ayda_Jebat @iamredzarosli",FALSE,0,NA,2017-05-20 08:23:17,FALSE,NA,"865845371674566656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurrulFatihah4",2,TRUE,FALSE,NA,NA
"381","1 hari lagi x sbr nk tgk #kukirimcinta Nak dating dgn @Ayda_Jebat #Nisha dan #Farhan @iamredzarosli  <ed><U+00A0><U+00BD><ed><U+00B8><U+008A><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086> https://t.co/QtpBBqXcew",FALSE,1,NA,2017-05-20 08:22:14,FALSE,NA,"865845106816851968",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","nshafika018",1,FALSE,FALSE,NA,NA
"382","Jangan lupa tgk #meloditv3 esok #nisha n #farhan akan jadi co-host untuk melodi .. @Ayda_Jebat @iamredzarosli",FALSE,6,NA,2017-05-20 08:19:30,FALSE,NA,"865844418812628992",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aydafans1",2,FALSE,FALSE,NA,NA
"383","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 08:18:44,FALSE,NA,"865844224490561537",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zatyechinew",12,TRUE,FALSE,NA,NA
"384","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 08:18:41,FALSE,NA,"865844213136543744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zatyechinew",16,TRUE,FALSE,NA,NA
"385","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 08:18:39,FALSE,NA,"865844206035652613",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurrulFatihah4",12,TRUE,FALSE,NA,NA
"386","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 08:18:31,FALSE,NA,"865844170862108672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zatyechinew",12,TRUE,FALSE,NA,NA
"387","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 08:18:28,FALSE,NA,"865844158736375808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NurrulFatihah4",12,TRUE,FALSE,NA,NA
"388","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 08:18:28,FALSE,NA,"865844156249145344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zatyechinew",16,TRUE,FALSE,NA,NA
"389","RT @twin_raidah: Countdown 1 day ago Akasia #kukirimcinta #kukirimcinta #RedzaRosli #Aydajebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-20 08:16:35,FALSE,NA,"865843683622506496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fxhmx_hxnxs29",1,TRUE,FALSE,NA,NA
"390","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 08:07:29,FALSE,NA,"865841394811719680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdtaufiqqqq",12,TRUE,FALSE,NA,NA
"391","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 08:07:03,FALSE,NA,"865841284790984704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdtaufiqqqq",16,TRUE,FALSE,NA,NA
"392","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 07:59:38,FALSE,NA,"865839418447245313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wawayouu",16,TRUE,FALSE,NA,NA
"393","All the best bigboss @iamredzarosli ..sure you can make the best ..
we believe that there is talent in
yourself..… https://t.co/eHsgWyKJQ2",FALSE,1,NA,2017-05-20 07:58:58,TRUE,NA,"865839250163421184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",1,FALSE,FALSE,NA,NA
"394","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 07:57:42,FALSE,NA,"865838932390322176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EhhApiiz",16,TRUE,FALSE,NA,NA
"395","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 07:57:10,FALSE,NA,"865838797602267137",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EhhApiiz",16,TRUE,FALSE,NA,NA
"396","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 07:56:30,FALSE,NA,"865838628710170624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azira_htrdy",16,TRUE,FALSE,NA,NA
"397","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 07:56:23,FALSE,NA,"865838600692285440",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azira_htrdy",12,TRUE,FALSE,NA,NA
"398","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 07:56:01,FALSE,NA,"865838509969387520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","azira_htrdy",16,TRUE,FALSE,NA,NA
"399","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,0,NA,2017-05-20 07:54:53,FALSE,NA,"865838224660234240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayda_Jebat",12,TRUE,FALSE,NA,NA
"400","RT @dhana_design: #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,0,NA,2017-05-20 07:54:50,FALSE,NA,"865838211200827392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayda_Jebat",16,TRUE,FALSE,NA,NA
"401","RT @twin_raidah: Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,0,NA,2017-05-20 07:54:42,FALSE,NA,"865838175121309696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayda_Jebat",12,TRUE,FALSE,NA,NA
"402","RT @twin_raidah: #KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,0,NA,2017-05-20 07:54:37,FALSE,NA,"865838153763921921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ayda_Jebat",16,TRUE,FALSE,NA,NA
"403","#KuKirimCinta #KuKirimCinta #KuKirimCinta 
#redzayda #farhan #nisha #redzarosli #aydajebat https://t.co/Es1QuqjKEc",FALSE,42,NA,2017-05-20 07:53:14,FALSE,NA,"865837809570938880",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",16,FALSE,FALSE,NA,NA
"404","Dimana pengorbanan keikhlasan dan bukti kejujuran 
pernah dlu yg sering kau lafazkan
@iamredzarosli @Ayda_Jebat… https://t.co/saOSGriYlY",FALSE,0,NA,2017-05-20 07:43:53,TRUE,NA,"865835455933054977",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"405","#KuKirimCinta #KuKirimCinta #KuKirimCinta 
#AydaJebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-20 07:39:08,FALSE,NA,"865834260384555009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"406","Amboi #Farhan helmet depan muka #Nisha tu<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
#KuKirimCinta #RedzaRosli #AydaJebat #RedzAyda https://t.co/048jBpTekG",FALSE,34,NA,2017-05-20 07:36:20,FALSE,NA,"865833556282454018",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","twin_raidah",12,FALSE,FALSE,NA,NA
"407","#KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat #iamredzarosli https://t.co/w1EG4ctRw3",FALSE,40,NA,2017-05-20 07:27:12,FALSE,NA,"865831257527140352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",16,FALSE,FALSE,NA,NA
"408","#KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat  #iamredzarosli https://t.co/aumcrhiM11",FALSE,33,NA,2017-05-20 07:24:55,FALSE,NA,"865830683012354048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",12,FALSE,FALSE,NA,NA
"409","Ku lafazkan cinta ini, kala hati disakiti #KuKirimCinta #farhan #nisha #redzayda #tv3malaysia #AydaJebat… https://t.co/S45cPZxRfM",FALSE,1,NA,2017-05-20 07:23:08,TRUE,NA,"865830234746007552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"410","Tak pernah ku berpaling dari cintamu yg ada dihati ini #KuKirimCinta #redzaayda #tv3malaysia #farhan #nisha https://t.co/5BZKChpOqM",FALSE,1,NA,2017-05-20 07:21:26,FALSE,NA,"865829806876770304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"411","Akhirnya cinta
#KuKirimCinta  #farhan #nisha #redzayda #tv3malaysia #aydajebat #iamredzarosli https://t.co/NvHIZDiArs",FALSE,1,NA,2017-05-20 06:46:59,FALSE,NA,"865821134335258624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"412","Ingatkah kau janji percintaan?
#KuKirimCinta #farhan  #nisha  #redzyada #tv3malaysia #aydajebat  #iamredzarosli https://t.co/pwjboGExew",FALSE,1,NA,2017-05-20 06:21:47,FALSE,NA,"865814792019222529",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",0,FALSE,FALSE,NA,NA
"413","Bukan sengaja aku berdusta
#KuKirimCinta  #farhan #nisha #redzayda
#tv3malaysia #redzarosli #AydaJebat https://t.co/hDpxHM5JnQ",FALSE,3,NA,2017-05-20 06:12:49,FALSE,NA,"865812538532835329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dhana_design",1,FALSE,FALSE,NA,NA
"414","#Kukirmcinta #kukirimcinta #Kukirimcinta
#RedzaRosli #AydaJebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-20 06:02:40,FALSE,NA,"865809983014817794",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"415","#Kukirmcinta #Kukirimcinta #RedzaRosli #AydaJebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-20 06:01:39,FALSE,NA,"865809727422308352",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"416","22 mei 2017 &gt;Isnin -Khamis &gt;6:58petang
#Kukirmcinta #Kukirimcinta #RedzaRosli #AydaJebat #RedzAyda #Farhan #Nisha",FALSE,0,NA,2017-05-20 06:00:49,FALSE,NA,"865809517816102912",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"417","#Kukirimcinta #Kukirimcinta #RedzaRosli #AydaJebat #RedzAyd #Farhan #Nisha",FALSE,0,NA,2017-05-20 05:59:02,FALSE,NA,"865809069549903873",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"418","#Kukirimcinta #Kukirimcinta #Kukirimcinta
Gandingan hebat #RedzaRosli #AydaJebat #RedzAyda #Farhan #Nisha",FALSE,1,NA,2017-05-20 05:58:09,FALSE,NA,"865808845192347648",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
"419","#Kukirimcinta #Kukirimcinta #Kukirimcinta 22 mei 2017 Slot Akasia Tv3 #RedzaRosli #AydaJebat #Farhan #Nisha #RedzAyda",FALSE,1,NA,2017-05-20 05:56:56,FALSE,NA,"865808538513285120",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","twin_raidah",0,FALSE,FALSE,NA,NA
